类型ID,怪物ID,名称,朝向x,朝向y,朝向z,x,y,z,广播类型（0不广播1死亡广播2复活广播4死亡文字广播8定时广播16首次出生广播32自杀广播）,广播所对应广播ID,广播参数,位置索引（需要保持唯一）,掉落经验类型(1单独2周围3己方全部),死亡加经验,掉落天赋类型(1单独2周围3己方全部4补刀掉落5补刀加失败分成),死亡加天赋点,补刀掉落类型衰减系数,掉落buff类型(1单独2周围3己方全部),BuffID,buff等级,掉落经验buff范围,掉落天赋范围,累积多少次数刷怪（处理三波刷怪问题）,同步累积次数索引行(读取本表位置索引),战斗信号标志位,气势掉落路径上路中路下路全部路对应 1 2 4 7,气势掉落值
1317,2017,补给点3,0,0,0,79.55,-4.49,-35.5,0,,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1318,2017,补给点4,0,0,0,44.26,-0.85,49.17,0,,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1319,2017,补给点5,0,0,0,31.8,-0.87,23.5,0,,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1320,2017,补给点6,0,0,0,6.6,-3.99,72.1,0,,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1321,2017,补给点7,0,0,0,-33.372,-1,65.793,0,,0,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1322,2017,补给点8,0,0,0,19.77,-0.86,107.47,0,,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1323,2017,补给点9,0,0,0,-45.9,-6.22,112.8,0,,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1324,2017,补给点10,0,0,0,66.5,-2.97,8.2,0,,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1325,2017,补给点11,0,0,0,-104.6,-0.85,-11.5,0,,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1326,2017,补给点12,0,0,0,-110.37,-6.29,47.2,0,,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1327,2017,补给点13,0,0,0,-67.7,-4.62,-6.9,0,,0,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1328,2017,补给点14,0,0,0,-33.62,-0.87,-21.95,0,,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1329,2017,补给点15,0,0,0,-46.27,-0.87,-39.11,0,,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1330,2017,补给点16,0,0,0,-11,-1,-69,0,,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1331,2017,补给点17,0,0,0,-7.1,-3.84,-63,0,,0,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1332,2017,补给点18,0,0,0,-7.47,-0.8,-107.83,0,,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1333,2017,补给点19,0,0,0,45.72,-6.22,-112.1,0,,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1334,2017,补给点20,0,0,0,-43.65,-2.97,1.82,0,,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1335,2022,3小BOSS,0,131.21,0,91.81986,4.905825,94.63743,1;16;2,2;23;22,0,1343,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
1336,2023,3小BOSS,0,131.21,0,-91.81986,4.905825,-94.63743,1;16;2,2;23;22,0,1344,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
1337,2024,50块,0,238.5,0,0,0,0,0,,0,1345,1,0,4,50,0,0,0,0,0,20,0,0,0,,
1338,2025,龙血,0,-54.033,1,47.94,-2.2,-43.47,0,,0,1346,2,1,1,0,0,0,0,0,1,1,0,0,0,,
1339,1075,观察小龙,0,131.21,0,-51.4,-2.14,48.76,0,,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1340,2025,龙血,0,-54.033,1,47.94,-2.2,-43.47,0,,0,1348,2,1,1,0,0,0,0,0,1,1,0,0,0,,
1341,2042,黄金侍卫（大）,0,-54.033,1,47.94,-2.2,-43.47,1;16;32,2;23;27,0,1349,3,80,3,150,0.8,0,0,1,20,20,0,0,0,,
1342,2043,黄金侍卫（小）,0,131.21,0,-51.4,-2.14,48.76,1;32,2;27,0,1350,3,80,3,150,0.8,0,0,1,20,20,0,0,0,,
1343,2044,烈龙,0,131.21,0,-51.4,-2.14,48.76,1;2;16,2;26;26,0,1351,3,800,3,100,0.8,0,0,1,20,20,0,0,0,7,2
1344,2045,驯服烈龙,0,131.21,0,-51.4,-2.14,48.76,1;16;2,2;23;22,0,1352,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
1345,2046,驯服烈龙,0,131.21,0,-51.4,-2.14,48.76,1;16;2,2;23;22,0,1353,3,400,1,100,0.8,0,0,0,0,0,0,0,0,,
1348,10002,1阵营翅膀NPC1,0,0,0,116.935,25.6,125.117,2;4,20;21,0,1354,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1348,10002,1阵营翅膀NPC2,0,0,0,122.067,25.6,119.238,2;4,20;21,0,1355,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1348,10002,1阵营翅膀NPC3,0,0,0,112.183,6.669,121.405,2;4,20;21,0,1356,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1348,10002,1阵营翅膀NPC4,0,0,0,117.889,6.669,114.686,2;4,20;21,0,1357,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1346,10001,1阵营商店NPC1,0,0,0,119.215,25.6,122.075,2;4,20;21,0,1358,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1346,10001,1阵营商店NPC2,0,0,0,125.077,25.6,116.961,2;4,20;21,0,1359,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1346,10001,1阵营商店NPC3,0,0,0,115.049,6.669,117.529,2;4,20;21,0,1360,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1346,10001,1阵营商店NPC4,0,0,0,121.453,6.669,112,2;4,20;21,0,1361,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1349,10002,2阵营翅膀NPC1,0,0,0,-116.935,25.6,-125.117,2;4,20;21,0,1362,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1349,10002,2阵营翅膀NPC2,0,0,0,-122.067,25.6,-119.238,2;4,20;21,0,1363,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1349,10002,2阵营翅膀NPC3,0,0,0,-112.183,6.669,-121.405,2;4,20;21,0,1364,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1349,10002,2阵营翅膀NPC4,0,0,0,-117.889,6.669,-114.686,2;4,20;21,0,1365,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1347,10001,2阵营商店NPC1,0,0,0,-119.215,25.6,-122.075,2;4,20;21,0,1366,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1347,10001,2阵营商店NPC2,0,0,0,-125.077,25.6,-116.961,2;4,20;21,0,1367,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1347,10001,2阵营商店NPC3,0,0,0,-115.049,6.669,-117.529,2;4,20;21,0,1368,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1347,10001,2阵营商店NPC4,0,0,0,-121.453,6.669,-112,2;4,20;21,0,1369,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1352,2128,1阵营出生底座1,0,-134.48,0,117.525,24.103,127.542,2;4,20;21,0,1370,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1352,2128,1阵营出生底座2,0,-134.337,0,119.455,24.103,124.476,2;4,20;21,0,1371,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1352,2128,1阵营出生底座3,0,-138.29,0,121.82,24.103,121.902,2;4,20;21,0,1372,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1352,2128,1阵营出生底座4,0,-140.313,0,124.389,24.103,119.533,2;4,20;21,0,1373,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1352,2128,1阵营出生底座5,0,-136.961,0,127.47,24.103,117.588,2;4,20;21,0,1374,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1353,2129,2阵营出生底座1,0,43.398,0,-117.525,24.103,-127.542,2;4,20;21,0,1375,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1353,2129,2阵营出生底座2,0,41.444,0,-119.455,24.103,-124.476,2;4,20;21,0,1376,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1353,2129,2阵营出生底座3,0,40.201,0,-121.82,24.103,-121.902,2;4,20;21,0,1377,3,160,3,0,0.8,0,0,0,20,20,0,0,0,,
1353,2129,2阵营出生底座4,0,42.814,0,-124.389,24.103,-119.533,2;4,20;21,0,1378,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1353,2129,2阵营出生底座5,0,44.664,0,-127.47,24.103,-117.588,2;4,20;21,0,1379,3,160,3,0,0.8,0,0,0,20,20,0,0,,,
1759,2162,阿尔法星云异兽,0,-112.2,0,86,-2.72,15,0,,0,1380,2,140,4,130,0.8,0,0,0,20,20,0,0,0,,
1760,2163,贝塔星云异兽,0,-112.2,0,24,-2.72,78,0,,0,1381,2,140,4,130,0.8,0,0,0,20,20,0,0,0,,
1761,2164,伽马星云异兽,0,-112.2,0,-87.5,-2.72,-9,,,0,1382,2,140,4,130,0.8,0,0,0,20,20,0,0,0,,
1762,2165,德尔塔星云异兽,0,-112.2,0,-21,-2.72,-77,0,,0,1383,2,140,4,130,0.8,0,0,0,20,20,0,0,0,,
1763,2158,疾行符兽,0,-44.09,0,60,-2.72,-60,1;2;16,2;32;32,0,1384,2,80,4,0,0.8,1,2443,1,20,20,0,0,0,,
1764,2159,治愈符兽,0,-44.09,0,60,-2.72,-60,1;2;16,2;32;32,0,1385,2,80,4,0,0.8,1,2444,1,20,20,0,0,0,,
1765,2160,战争符兽,0,-44.09,0,60,-2.72,-60,1;2;16,2;32;32,0,1386,2,80,4,0,0.8,1,2445,1,20,20,0,0,0,,
1766,2161,奥术符兽,0,-44.09,0,60,-2.72,-60,1;2;16,2;32;32,0,1387,2,80,4,0,0.8,1,2446,1,20,20,0,0,0,,
1767,2158,疾行符兽,0,131.21,0,-30,-2.72,30,1;2;16,2;32;32,0,1388,2,80,4,0,0.8,1,2443,1,20,20,0,0,0,,
1768,2159,治愈符兽,0,131.21,0,-30,-2.72,30,1;2;16,2;32;32,0,1389,2,80,4,0,0.8,1,2444,1,20,20,0,0,0,,
1769,2160,战争符兽,0,131.21,0,-30,-2.72,30,1;2;16,2;32;32,0,1390,2,80,4,0,0.8,1,2445,1,20,20,0,0,0,,
1770,2161,奥术符兽,0,131.21,0,-30,-2.72,30,1;2;16,2;32;32,0,1391,2,80,4,0,0.8,1,2446,1,20,20,0,0,0,,
2015,2171,隐匿神符1,0,131.21,0,18,100.9944,-265,,,0,1392,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符2,0,131.21,0,11,121.7782,-378,,,0,1393,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符3,0,131.21,0,230,89.96555,65.22992,,,0,1394,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符4,0,131.21,0,303,105.023,-36,,,0,1395,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符5,0,131.21,0,183,113.5562,-291,,,0,1396,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符6,0,131.21,0,260,113.8767,-253,,,0,1397,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符7,0,131.21,0,212,68.13413,182,,,0,1398,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符8,0,131.21,0,250,38.62489,389,,,0,1399,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符9,0,131.21,0,-138,68.08836,343,,,0,1400,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符10,0,131.21,0,-255,58.28352,65.22992,,,0,1401,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符11,0,131.21,0,-137,34.49561,-333,,,0,1402,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符12,0,131.21,0,-119,42.28858,65.22992,,,0,1403,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符13,0,131.21,0,126,46.83766,-139,,,0,1404,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符14,0,131.21,0,128,40.99625,174,,,0,1405,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符15,0,131.21,0,-67,73.74666,-136,,,0,1406,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符16,0,131.21,0,-187,32.09677,-218,,,0,1407,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符17,0,131.21,0,-126,74.01218,216,,,0,1408,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符18,0,131.21,0,-334,15.22258,-252,,,0,1409,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符19,0,131.21,0,-255,53.95175,241,,,0,1410,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2015,2171,隐匿神符20,0,131.21,0,44.84692,54.12552,-48,,,0,1411,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2003,2172,治愈神符,0,131.21,0,444.8699,47.3,-224.9875,,,0,1412,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2004,2173,蛮力神符,0,131.21,0,440.8824,48.75,-219.6716,,,0,1413,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2005,2174,奥术神符,0,131.21,0,221.025,52.3911,-68.16299,,,0,1414,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2006,2175,奔袭神符,0,131.21,0,224.2026,52.03259,-73.8924,,,0,1415,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2007,2176,buff怪,0,131.21,0,221.025,52.3911,-68.16299,,,0,1416,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2008,2178,NPC（买装备）,0,131.21,0,221.025,52.3911,-68.16299,,,0,1417,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2009,2179,NPC（买翅膀）,0,131.21,0,221.025,52.3911,-80.16299,,,0,1418,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2010,2180,泉水NPC,0,131.21,0,54,55,-23,,,0,1419,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,77.49139,-141,,,0,1420,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,428,30.46909,-407.1759,,,0,1421,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-264,40.12719,-407.1759,,,0,1422,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-242,68.11582,124,,,0,1423,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,158,90.07151,-295,,,0,1424,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,380,85.00833,2,,,0,1425,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,274,103.8693,-280,,,0,1426,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-26,35.40204,236,,,0,1427,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,76,49.41046,-50,,,0,1428,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-242,53.89681,273,,,0,1429,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,60.79115,190,,,0,1430,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,194,41.49066,369,,,0,1431,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-94,50.88454,128,,,0,1432,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,189,40.92648,-407.1759,,,0,1433,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-59,64.67323,-257,,,0,1434,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,419,52.93546,-270,,,0,1435,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,82,16.61427,367,,,0,1436,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,77,58.67616,98,,,0,1437,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-170,37.78255,-86,,,0,1438,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-365,12.93362,-126,,,0,1439,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-359,60.46155,73,,,0,1440,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-127,37.77339,-316,,,0,1441,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-295.1,25.45514,-30,,,0,1442,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-85,39.60303,-407.1759,,,0,1443,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,100,22.71205,300,,,0,1444,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-404,52.39525,306,,,0,1445,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,400,11.85323,400,,,0,1446,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,114,47.80818,-162,,,0,1447,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,20,76.58497,10,,,0,1448,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-254,22.66628,-220,,,0,1449,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-365,13.62946,-320,,,0,1450,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,200,61.59687,0,,,0,1451,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,241,82.62782,66,,,0,1452,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-322,17.34673,-217,,,0,1453,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-70,25.17497,397,,,0,1454,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-305,54.46448,249,,,0,1455,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,21.03653,463,,,0,1456,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,195,34.99918,232,,,0,1457,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,22.28172,315,,,0,1458,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,24.22022,-407.1759,,,0,1459,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-412,38.88319,-407.1759,,,0,1460,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-244,19.71809,-315,,,0,1461,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,47,94.65858,-358,,,0,1462,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-426,27.72029,-238,,,0,1463,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-67,82.47217,-162,,,0,1464,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-1,113.5013,-307,,,0,1465,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-437,12.2744,-52,,,0,1466,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-173,39.09184,51,,,0,1467,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,66.34875,76,,,0,1468,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,187,47.21306,-102,,,0,1469,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-233,26.21873,-149,,,0,1470,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-136,25.1475,437,,,0,1471,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-154,38.05722,-153,,,0,1472,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,317,87.51703,30,,,0,1473,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,9,62.1096,-122,,,0,1474,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-345,74.05795,404,,,0,1475,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,271,72.0803,-43,,,0,1476,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-169,38.09384,-243,,,0,1477,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,410,34.82522,128,,,0,1478,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-281,75.00101,430,,,0,1479,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,137,27.68367,253,,,0,1480,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,418,52.42273,-151,,,0,1481,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-116,50.69228,126,,,0,1482,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,128,8.25499,448,,,0,1483,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,111,56.6161,-236,,,0,1484,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,42,76.09055,-231,,,0,1485,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-176,89.62287,338,,,0,1486,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-137,81.16288,251,,,0,1487,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,216,62.45752,157,,,0,1488,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-181,29.59926,-407.1759,,,0,1489,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,238,80.36633,-226,,,0,1490,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-157,26.4751,-429,,,0,1491,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-83,54.8307,145,,,0,1492,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,130,73.86568,51,,,0,1493,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,243,52.59669,-365,,,0,1494,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-123,90.86806,238,,,0,1495,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,25,31.37347,461,,,0,1496,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-1,22.15355,342,,,0,1497,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,-392,87.65437,203,,,0,1498,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2016,2176,生命能量,0,131.21,0,280,41.28008,254,,,0,1499,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2012,2178,商店,0,0,0,0,0,0,,,0,1500,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2012,2178,商店,0,0,0,0,0,0,,,0,1501,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2013,2179,商店,0,0,0,0,0,0,,,0,1506,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2013,2181,商店,0,0,0,0,0,0,,,0,1507,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2013,2182,商店,0,0,0,0,0,0,,,0,1508,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2013,2183,商店,0,0,0,0,0,0,,,0,1509,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2014,2184,商店,0,0,0,0,0,0,,,0,1510,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2014,2185,商店,0,0,0,0,0,0,,,0,1511,2,0,3,100,0.8,0,0,0,20,20,0,0,0,,
2017,2201,红核晶魔,0,-47,0,96.3,43.35723,-91.8832,0,,0,1512,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2017,2204,碎石晶魔,0,-45,0,92.2,43.70676,-93.8758,0,,0,1513,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2017,2204,碎石晶魔,0,-48,0,101.3,42.73293,-94.1399,0,,0,1514,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2017,2213,红核晶魔,0,-56,0,98.60001,43.68533,-67.50133,0,,0,1515,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2017,2204,碎石晶魔,0,-54,0,93.7,44.00327,-69.97447,0,,0,1516,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2017,2204,碎石晶魔,0,-56,0,102.5,43.39571,-71.35771,0,,0,1517,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2017,2169,深渊泰坦,0,-47,0,86.8,44.10923,-81.2,0,,0,1518,2,300,3,1000,0.8,2,3068,1,20,20,0,0,0,,
2018,2201,红核晶魔,0,-56,0,184.9,47.6388,-128.2,0,,0,1519,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
2018,2204,碎石晶魔,0,-55,0,181,47.01346,-129.8,0,,0,1520,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2018,2204,碎石晶魔,0,-56,0,188.4,48.5315,-130.9,0,,0,1521,2,30,3,50,0.8,2,3067,1,20,20,0,0,0,,
2018,2213,红核晶魔,0,-54,0,199.6,50.10824,-148.3404,0,,0,1522,2,100,3,150,0.8,2,3067,1,20,20,0,0,0,,
