物品ID,装备名称,物品类型(1、装备 2、物品),装备图标ID,装备标签组,装备标签子类型,是否英雄专属（0.非英雄专属 1.英雄专属）,英雄ID,职业限制（0.无限制  1.近战  2.远程）,合成需要装备,能合装备,绝对价格,出售价格,效果ID组,效果类型组（1.属性可任意叠加  2.属性是唯一被动，无名字  3.属性是唯一被动，且有大类，有名字）,物品移除调用效果（通过buff调用的永久性效果，出售时需要调用一个删除buff的效果来删除这个buff）,继承效果ID组,继承效果类型组（1.属性可任意叠加  2.属性是唯一被动，无名字  3.属性是唯一被动，且有大类，有名字）,继承物品移除调用效果（通过buff调用的永久性效果，出售时需要调用一个删除buff的效果来删除这个buff）,战场限制（战场ID）,自动使用（装备满格后，购买能够不占格子，自动使用其效果）,特殊槽位物品（0.非眼位  1.眼位）,是否能主动使用（0.无主动技能  1.有主动技能）,使用是否移除（0.主动使用完不移除  1.主动使用完移除）,是否能叠加（0.同格不能叠加  1.同格能叠加）,最大叠加数量,最大拥有数,使用BuffID,使用Buff冷却ID,使用技能ID,可使用次数（主动技能使用buff实现，才可使用）,对应图标组,购买界面描述,物品栏描述,装备贵重度,标识,装备定位说明
291,$伊贺飓风,1,20,2;2;2;3,2001;2002;2006;3005,0,,0,,,2600,650,4754;4755;4097;4257;6119,1;1;1;2;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+25攻击力<br>+20%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻和技能吸血+15%。[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻命中敌人攻击速度+8%（最低间隔0.5秒），叠满5层时攻击速度+60%[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+25攻击力<br>+20%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻和技能吸血+15%。[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻命中敌人攻击速度+8%（最低间隔0.5秒），叠满5层时攻击速度+60%[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]提高后续输出[/orange][/size]
292,$血饮狂刀,1,92,2;2,2001;2006,0,,0,,,3000,750,4063;4187;19308,1;1;2,,,,,15,0,0,0,0,0,1,6,,2014,,,,$[green]+90攻击力<br>+20%生命偷取[/green]<br>[yellow]唯一被动：[/yellow][blue]当你的生命值低于35%时，会提升25%的生命偷取，持续5秒.冷却60秒。[/blue],$[green]+90攻击力<br>+20%生命偷取[/green]<br>[yellow]唯一被动：[/yellow][blue]当你的生命值低于35%时，会提升25%的生命偷取，持续5秒.冷却60秒。[/blue],0,1,[size=18][orange]后期对刚和收割[/orange][/size]
293,$超合金巨钻,1,46,2;2,2001;2003,0,,0,,,2300,575,4065;4177;4178,1;2;2,,4178,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+45攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]无视敌人45%的额外护甲[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻和伤害性技能在命中敌方英雄时会施加4秒的重伤效果。[/blue],$[green]+45攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]无视敌人45%的额外护甲[/blue]<br>[yellow]唯一被动：[/yellow][blue]普攻和伤害性技能在命中敌方英雄时会施加4秒的重伤效果。[/blue],0,1,[size=18][orange]克高护甲[/orange][/size]
294,$巨龙狩猎者,1,41,2;2,2001;2002,0,,0,,,2600,650,4076;4077;19000,1;1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30攻击力<br>+40%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻附带额外物理伤害，伤害量相当于目标当前生命值的5%/基础攻速（对野怪无效）[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+30攻击力<br>+40%攻击速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻附带额外物理伤害，伤害量相当于目标当前生命值的5%/基础攻速（对野怪无效）[/blue]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],0,1,[size=18][orange]克高血量[/orange][/size]
295,$寒霜重剑,1,113,2;6;2;7,2001;6001;2005;7001,0,,0,,,2500,625,6504;19310;19315;6277;19279;19280;19300;19302,1;2;2;2;1;2;2;2,4027;19301;19303,,,,15,0,0,0,0,0,1,6,,2044,,,,$[green]+65攻击力<br>+10%冷却缩减<br>+8%移动速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻命中英雄使其3秒内不能翻滚，冷却时间30秒[/blue]<br>[yellow]唯一被动_狩猎：[/yellow][blue]普攻或技能命中野怪时每秒最多额外造成（30+英雄等级）点的法术伤害，且每秒最多回复自身（30+英雄等级）点的生命值[/blue],$[green]+65攻击力<br>+10%冷却缩减<br>+8%移动速度[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻命中英雄使其3秒内不能翻滚，冷却时间30秒[/blue]<br>[yellow]唯一被动_狩猎：[/yellow][blue]普攻或技能命中野怪时每秒最多额外造成[LEVEL=100+30]点的法术伤害，且每秒最多回复自身[LEVEL=100+30]点的生命值[/blue],0,1,[size=18][orange]物攻打野装[/orange][/size]
296,$凛冬战锤,1,44,4;2,4001;2001,0,,0,,,2550,637,4078;4079;4215;4216,1;1;2;2,,19256,2,,15,0,0,0,0,0,1,6,,,,,,$[green]+600生命值<br>+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]你的普攻在命中英雄时会降低其移速：<br>1.如果你是近战英雄，则可以降低敌方40%的移速，持续2秒。<br>2.如果你是远程英雄，则可以降低敌方30%的移速，持续1秒。[/blue],$[green]+600生命值<br>+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]你的普攻在命中英雄时会降低其移速：<br>1.如果你是近战英雄，则可以降低敌方40%的移速，持续2秒。<br>2.如果你是远程英雄，则可以降低敌方30%的移速，持续1秒。[/blue],0,1,[size=18][orange]普攻英雄粘人[/orange][/size]
297,$裂地斧,1,91,2;2,2001;2006,0,,0,,,2550,637,4060;4456;4184;19267,1;1;2;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+70攻击力<br>+10%生命偷取[/green]<br>[yellow]唯一被动：[/yellow][blue]你的普攻对目标周围敌人造成（0.4*普攻输出）的物理伤害。[/blue]<br>[yellow]唯一被动：[/yellow][blue]对小兵和野怪伤害提升50%[/blue],$[green]+70攻击力<br>+10%生命偷取[/green]<br>[yellow]唯一被动：[/yellow][blue]你的普攻对目标周围敌人造成（0.4*普攻输出）的物理伤害。[/blue]<br>[yellow]唯一被动：[/yellow][blue]对小兵和野怪伤害提升50%[/blue],0,1,[size=18][orange]带线分推[/orange][/size]
298,$负离子炮,1,23,2;2;2,2001;2004;2006,0,,0,,,2700,675,19012;19013;19014;19015,1;1;1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+55攻击力<br>+20%暴击概率<br>+15%生命偷取[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻对最大生命值超过3000的敌方英雄的伤害提升20%[/blue],$[green]+55攻击力<br>+20%暴击概率<br>+15%生命偷取[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻对最大生命值超过3000的敌方英雄的伤害提升20%[/blue],0,1,[size=18][orange]暴击流打坦克[/orange][/size]
299,$骑士长剑,1,85,2,2001,0,,0,,,1280,320,4409,1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+45攻击力[/green],$[green]+45攻击力[/green],1,1,  
300,$精钢锤,1,42,2;2,2003;2001,0,,0,,,1200,300,4417;4418,2;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]+10护甲穿透[/blue],$[green]+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]+10护甲穿透[/blue],1,1,  
301,$刺客飞刀,1,17,2,2001,0,,0,,,1300,325,5172;5278,1;2,5387,,,,15,0,0,0,0,0,1,6,,2013,,,,$[green]+25攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]在你释放技能后，下次普攻命中敌人时造成（50+英雄等级*3）点额外物理伤害，冷却2秒[/blue],$[green]+25攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]在你释放技能后，下次普攻命中敌人时造成[orange][LEVEL=300+50][/orange]点额外物理伤害，冷却2秒[/blue],1,1,  
302,$寒冰连枷,1,25,2;6,2001;6001,0,,0,,,1000,250,5179;6508;19238;6277;19300;19302,1;2;2;2;2;2,4027;19301;19303,,,,15,0,0,0,0,0,1,6,,2044,,,,$[green]+20攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻命中英雄使其3秒内不能翻滚，冷却时间30秒[/blue]<br>[yellow]唯一被动_狩猎：[/yellow][blue]普攻或技能命中野怪时每秒最多额外造成（30+英雄等级）点的法术伤害，且每秒最多回复自身（30+英雄等级）点的生命值[/blue],$[green]+20攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]普攻命中英雄使其3秒内不能翻滚，冷却时间30秒[/blue]<br>[yellow]唯一被动_狩猎：[/yellow][blue]普攻或技能命中野怪时每秒最多额外造成[LEVEL=100+30]点的法术伤害，且每秒最多回复自身[LEVEL=100+30]点的生命值[/blue],1,1,  
303,$契约之锤,1,43,2;4,2001;4001,0,,0,,,900,225,5174;5470,1;1,,,,,15,0,0,0,0,0,1,6,,2027,,,,$[green]+15攻击力<br>+200生命值[/green],$[green]+15攻击力<br>+200生命值[/green],1,1,  
304,$追风,1,15,2;2,2002;2004,0,,0,,,1100,275,5472;5473,1;1,4364,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+25%攻击速度<br>+15%暴击概率[/green]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+25%攻击速度<br>+15%暴击概率[/green]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],1,1,  
305,$水晶剑,1,86,2;2,2001;2005,0,,0,,,885,221,4407;4408,1;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+20攻击力<br>+10%冷却缩减[/green],$[green]+20攻击力<br>+10%冷却缩减[/green],1,1,  
306,$恶魔拳套,1,21,2,2004,0,,0,,,720,180,4410,1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+20%暴击概率[/green],$[green]+20%暴击概率[/green],1,1,  
307,$魔剑,1,18,2;4,2001;4003,0,,0,,,975,243,4412;4413,1;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+20攻击力<br>+25魔抗[/green],$[green]+20攻击力<br>+25魔抗[/green],1,1,  
308,$速射短弓,1,40,2,2002,0,,0,,,785,196,4416,1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+35%攻击速度[/green]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],$[green]+35%攻击速度[/green]<br>[yellow]注：[/yellow][blue]攻击速度能同时提升普攻的攻击速度和单次伤害[/blue],1,1,  
309,$锯齿匕首,1,16,2,2001,0,,0,,,1130,282,5177;4178,1;2,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]技能和普攻在命中英雄时会施加4秒重伤效果。[/blue],$[green]+30攻击力[/green]<br>[yellow]唯一被动：[/yellow][blue]技能和普攻在命中英雄时会施加4秒重伤效果。[/blue],1,1,  
310,$铁锄,1,99,2,2001,0,,0,,,795,198,4055,1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+25攻击力[/green],$[green]+25攻击力[/green],1,1,  
311,$战士之靴,1,58,7,7001,0,,0,,,1260,315,4422;4443,1;3,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+25攻击[/green]<br>[yellow]唯一被动_强化移动：[/yellow][blue]+70移速[/blue],$[green]+25攻击[/green]<br>[yellow]唯一被动_强化移动：[/yellow][blue]+70移速[/blue],0,1,  
312,$法师之靴,1,57,7;3,7001;3003,0,,0,,,1000,250,4444;124,3;1,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+15法术穿透[/green]<br>[yellow]唯一被动_强化移动：[/yellow][blue]+70移速[/blue],$[green]+15法术穿透[/green]<br>[yellow]唯一被动_强化移动：[/yellow][blue]+70移速[/blue],0,1,  
313,$泰坦之靴,1,55,7,7001,0,,0,,,1050,262,4423;4446,1;3,,,,,15,0,0,0,0,0,1,6,,,,,,$[green]+250生命值[/green]<br>[yellow]唯一被动_强化移动：[/yellow][blue]+70移速[/blue],$[green]+250生命值[/green]<br>[yellow]唯一被动_强化移动：[/yellow][blue]+70移速[/blue],0,1,  
314,$迅捷之靴,1,155,7,7001,0,,0,,,1000,250,125;1194,3;2,,125;1194,3;3,,15,0,0,0,0,0,1,6,,,,,,$[yellow]唯一被动 强化移动：[/yellow][blue]+92移速[/blue]<br>[yellow]唯一被动：[/yellow][blue]受到的减速效果减少25%[/blue],$[yellow]唯一被动 强化移动：[/yellow][blue]+92移速[/blue]<br>[yellow]唯一被动：[/yellow][blue]受到的减速效果减少25%[/blue],0,1,  
315,$行军之靴,1,56,7,7001,0,,0,,,1000,250,4443;19246;19247;19249;19250,3;1;1;2;2,19248,,,,15,0,0,0,0,0,1,6,,,,,,$[yellow]唯一被动 强化移动：[/yellow][blue]+70移速[/blue]<br>[yellow]唯一被动：[/yellow][blue]脱离战斗移速增加20%[/blue],$[yellow]唯一被动 强化移动：[/yellow][blue]+70移速[/blue]<br>[yellow]唯一被动：[/yellow][blue]脱离战斗移速增加20%[/blue],0,1,  
